削除された単語一覧（frequency=0 = コーパスに未出現）
削除件数: 53,409 件
==================================================

-冊	-サツ
-方	-ホウ
-様	-サマ
-氏	-シ
-番目	-バンメ
-風	-カゼ
1/4マイル	1/4マイル
100万命令毎秒	100マンメイレイマイビヨウ
比比	ヒヒ
比物	ヒモノ
比色計	ヒシヨクケイ
比較せよ	ヒカクセヨ
比較心理学	ヒカクシンリガク
比較性	ヒカクセイ
比較文化	ヒカクブンカ
比較文学	ヒカクブンガク
比較的	ヒカクテキ
比較級	ヒカクキユウ
比較解剖学	ヒカクカイボウガク
比重計	ヒジユウケイ
比量	ヒリヨウ
比量的	ヒリヨウテキ
比類なく	ヒルイナク
比類のない	ヒルイノナイ
比類のない人	ヒルイノナイニン
毛ぎらい	ケギライ
毛じらみ症	ケジラミシヨウ
毛の生えた	ケノハエタ
毛の荒物	ケノアラモノ
毛はらい	ケハライ
毛ぶかさ	ケブカサ
毛並	ケナミ
毛唐人	ケトウニン
毛嫌	ケイヤ
毛孔	ケアナ
毛帯	モウタイ
毛帽子	ケボウシ
毛払	ケフツ
毛払い	ケハライ
毛抜きで抜く	ケヌキキデヌク
毛様体	モウヨウカラダ
毛氈苔	モウセンコケ
毛沢東	モウタクトウ
毛沢東思想	モウタクトウシソウ
毛状根	モウジヨウネ
毛皮の襟巻	ケガワノエリマキ
毛皮商	ケガワシヨウ
毛管現象	モウカンゲンシヨウ
毛細管	モウサイカン
毛細管現象	モウサイカンゲンシヨウ
毛細血管	モウサイケツカン
毛繻子	ケシユス
毛羽	ケバ
毛羽毛羽	ケバケバ
毛翅目	ケシメ
毛茸	ケタケ
毛長鼬	ケナガイタチ
毛革	ケカワ
毛顎動物	ケアゴドウブツ
毟りとる	ムシリトル
毟取る	ムシトル
毬果	マリカ
毳々	ムクゲ々
毳々しい	ムクゲ々シイ
毳毳	ムクゲムクゲ
毳毳しい	ムクゲムクゲシイ
氏人	シニン
氏素姓	ウジスジヨウ
氏素性	ウジスジヨウ
民主主義	ミンシユシユギ
民主党	ミンシユトウ
民主党の	ミンシユトウノ
民主共和党	ミンシユキヨウワトウ
民主制	ミンシユセイ
民主化	ミンシユカ
民主国家	ミンシユコツカ
民主政治	ミンシユセイジ
民主的	ミンシユテキ
民事訴訟	ミンジソシヨウ
民俗舞踊	ミンゾクブヨウ
民俗芸術	ミンゾクゲイジユツ
民俗音楽	ミンゾクオンガク
民営化	ミンエイカ
民庶	タミシヨ
民族主義	ミンゾクシユギ
民族大移動	ミンゾクダイイドウ
民族学	ミンゾクガク
民族学者	ミンゾクガクモノ
民族差別	ミンゾクサベツ
民族性	ミンゾクセイ
民族浄化	ミンゾクジヨウカ
民族的	ミンゾクテキ
民族音楽	ミンゾクオンガク
民本主義	ミンポンシユギ
民権主義	ミンケンシユギ
民衆煽動家	ミンシユウセンドウイエ
民衆的	ミンシユウテキ
民話作家	ミンワサツカ
民警団	ミンケイダン
民警団員	ミンケイダンイン
民間人	ミンカンジン
民間伝承	ミンカンデンシヨウ
民間語源	ミンカンゴゲン
民間防衛	ミンカンボウエイ
民間防衛活動	ミンカンボウエイカツドウ
気うとい	キウトイ
気がかり	キガカリ
気がつく	キガツク
気がまえ	キガマエ
気が付く	キガツク
気が変	キガヘン
気が大きい	キガオオキイ
気が安まるような	キガヤスマルヨウナ
気が小さい	キガチーサイ
気が漫ろ	キガマンロ
気が重い	キガオモイ
気ぜわしさ	キゼワシサ
気だて	キダテ
気だるい	ケダルイ
気だるさ	ケダルサ
気ちがい病院	キチガイビヨウイン
気つけ	キツケ
気づかい	キヅカイ
気づかれていない	キヅカレテイナイ
気づかわしさ	キズカワシサ
気づく	キヅク
気づまりさ	キヅマリサ
気づよい	キズヨイ
気どらずに	キドラズニ
気どらない	キドラナイ
気どり	キドリ
気なぐさみ	キナグサミ
気に入り	キニイリ
気に留める	キニトドメル
気のきいたしゃれ	キノキイタシヤレ
気のきいた文句	キノキイタモンク
気のきいた言葉	キノキイタコトバ
気のどく	キノドク
気のない	キノナイ
気のふれた	キノフレタ
気のり薄	キノリハク
気の毒がる	キノドクガル
気の狂った	キノクルツタ
気の短い	キノミジカイ
気ばたらき	キバタラキ
気ばや	キバヤ
気ばる	キバル
気まぐれ	キマグレ
気まぐれに	キマグレニ
気まずさ	キマズサ
気まずそうに	キマズソウニ
気まま	キママ
気みじか	キミジカ
気むずかしい	キムズカシイ
気むつかしい	キムツカシイ
気も狂わんばかり	キモクルワンバカリ
気よわい	キヨワイ
気を付け	キヲツケ
気丈夫	キジヨウブ
気不味い	キマズイ
気乗り薄	キノリハク
気乗薄	キジヨウハク
気付かない	キヅカナイ
気付け薬	キヅケクスリ
気体分子運動論	キタイブンシウンドウロン
気体定数	キタイテイスウ
気体温度計	キタイオンドケイ
気保養	キホヨウ
気候変動	キコウヘンドウ
気候学	キコウガク
気候帯	キコウオビ
気候性	キコウセイ
気候順化	キコウジユンカ
気儘	キママ
気分変調	キブンヘンチヨウ
気前の良い	キマエノヨイ
気取らない	キドラナイ
気取りがないこと	キドリガナイコト
気取り屋	キドリヤ
気吹	キスイ
気味わるい	キミワルイ
気味合	キミゴウ
気味合い	キミアイ
気味悪い	キミワルイ
気味悪く	キミワルク
気圧計	キアツケイ
気安	キアン
気室	キシツ
気心の知れた	キゴコロノシレタ
気忙しさ	キゼワシサ
気懸かり	キカカリ
気扱	キキユウ
気扱い	キアツカイ
気持	キモチ
気持ちが一致する	キモチガイツチスル
気持ちが悪い	キモチガワルイ
気持ちよくくるまった	キモチヨククルマツタ
気持ち悪い	キモチワルイ
気持ち良い	キモチヨイ
気掛り	キガカリ
気易い	キヤスイ
気晴し	キセイシ
気格	キカク
気楽さ	キラクサ
気楽に	キラクニ
気構	キコウ
気欝	キウツ
気泡ゴム	キホウゴム
気泡水準器	キホウスイジユンキ
気泡管水準器	キホウカンスイジユンキ
気無	キム
気無し	キナシ
気無性	キムシヨウ
気無精	キブシヨウ
気狂い	キチガイイ
気狂い水	キチガイイミズ
気病	キビヨウ
気短か	キミジカカ
気稟	キリン
気立	キリツ
気管切開	キカンセツカイ
気管挿管	キカンソウカン
気管支	キカンシ
気管支動脈	キカンシドウミヤク
気管支喘息	キカンシゼンソク
気管支拡張剤	キカンシカクチヨウザイ
気管支梢	キカンシコズエ
気管支炎	キカンシエン
気管支痙攣	キカンシケイレン
気管支肺炎	キカンシハイエン
気管支鏡	キカンシカガミ
気管炎	キカンホノオ
気絶させる	キゼツサセル
気胞	キホウ
気色取る	キシヨクトル
気苦労	キグロウ
気詰まりさ	キツマリサ
気詰り	キナジリ
気詰りさ	キナジリサ
気象レーダー	キシヨウレーダー
気象学	キシヨウガク
気象局	キシヨウキヨク
気象庁	キシヨウチヨウ
気象状況	キシヨウジヨウキヨウ
気象衛星	キシヨウエイセイ
気象観測船	キシヨウカンソクフネ
気転	キテン
気込み	キコミ
気違	キチガイ
気違いの	キチガイノ
気違い水	キチガイミズ
気違い病院	キチガイビヨウイン
気違水	キチガイミズ
気遣	キヅカイ
気遣しさ	キズカワシサ
気遣わしさ	キズカワシサ
気障	キザ
気障ったらしい	キザツタラシイ
気障っぽい	キザツポイ
気障っぽさ	キザツポサ
気難かしい	キムズカシイ
気高さ	ケタカサ
気鬱症	キウツシヨウ
気魄	キハク
水おけ	ミズオケ
水くさい	ミズクサイ
水こし	ミズコシ
水さし	ミズサシ
水しぶき	ミズシブキ
水たまり	ミズタマリ
水っぽい	ミズツポイ
水で洗う	ミズデアラウ
水のみ	ミズノミ
水もの	ミズモノ
水やり	ミズヤリ
水を切って進む	ミズヲキツテススム
水ガラス	ミズガラス
水ジャケット	ミズジヤケツト
水上スキー	スイジヨウスキー
水上スキーをする	スイジヨウスキーヲスル
水上機	スイジヨウキ
水上飛行機	スイジヨウヒコウキ
水中翼	スイチユウツバサ
水中翼船	スイチユウヨクセン
水中考古学	スイチユウコウコガク
水中超音波探知器	スイチユウチヨウオンパタンチキ
水主	カコ
水仕女	ミズシオンナ
水位線	スイイセン
水位計	スイイケイ
水体	ミズカラダ
水俣病	ミナマタビヨウ
水先案内	ミズサキアンナイ
水先船	ミズサキフネ
水割	ミズワリ
水力学	スイリヨクガク
水力学的	スイリヨクガクテキ
水力電気	スイリヨクデンキ
水化物	ミズバケモノ
水占	ミズセン
水呑	ミズノミ
水呑み	ミズノミミ
水圧管	スイアツカン
水増し株	ミズマシカブ
水孔	スイコウ
水尾	ミオ
水差	ミズサシ
水差し１杯分	ミズサシ１ハイフン
水平になる	スイヘイニナル
水平器	スイヘイウツワ
水平坑	スイヘイコウ
水平尾翼	スイヘイビヨク
水平思考	スイヘイシコウ
水平断層	スイヘイダンソウ
水平線	スイヘイセン
水平飛行に移る	スイヘイヒコウニウツル
水彩画	スイサイガ
水彩画家	スイサイガイエ
水彩絵の具	スイサイエノグ
水性ガス	スイセイガス
水性ペイント	スイセイペイント
水拭	ミズシヨク
水捌	ミズハチ
水撃	ミズゲキ
水文学	スイモンガク
水族館	スイゾクカン
水時計	ミズトケイ
水晶体	スイシヨウタイ
水晶発振器	スイシヨウハツシンキ
水晶発振子	スイシヨウハツシンシ
水晶硝子	スイシヨウガラス
水曜日	スイヨウビ
水治療法	スイチリヨウホウ
水泳パンツ	スイエイパンツ
水泳大会	スイエイタイカイ
水泳着	スイエイチヤク
水洗いする	ミズアライスル
水洗する	スイセンスル
水洗便所	スイセンベンジヨ
水洟	ミズツパナ
水涸	ミズコ
水深計	スイシンケイ
水準儀	スイジユンギ
水準器	スイジユンキ
水準点	スイジユンテン
水溜	ミズタマリ
水溜り	ミズタマリ
水溶性	スイヨウセイ
水漉	ミズロク
水生植物	スイセイシヨクブツ
水生羊歯	スイセイシダ
水生脊椎動物	スイセイセキツイドウブツ
水疱性口内炎	スイホウセイコウナイエン
水症	ミズシヨウ
水痘・帯状疱疹ウイルス	スイトウ・タイジヨウホウシンウイルス
水盛り	ミズモリリ
水礬土	ミズバンド
水端	ミズハジ
水筋	ミズスジ
水素イオン	スイソイオン
水素化	スイソカ
水素化ナトリウム	スイソカナトリウム
水素化物	スイソバケモノ
水素爆弾	スイソバクダン
水素結合	スイソケツゴウ
水翻し	ミズヒルガエシ
水耕法	スイコウホウ
水胞体	ミズホウタイ
水脈占い	スイミヤクウラナイ
水腎症	スイジンシヨウ
水茎の跡	ミズクキノアト
水蒸気	スイジヨウキ
水蛇座	ミズヘビザ
水蝕	スイシヨク
水蟷螂	ミズトウロウ
水観	ミズカン
水質汚染	スイシツオセン
水車の輪	スイシヤノワ
水車小屋	スイシヤゴヤ
水車用貯水池	スイシヤヨウチヨスイチ
水辺地区	スイヘンチク
水道の栓	スイドウノセン
水道屋	スイドウヤ
水道栓	スイドウセン
水酸化アルミニウム	スイサンカアルミニウム
水酸化アンモニウム	スイサンカアンモニウム
水酸化イオン	スイサンカイオン
水酸化カルシウム	スイサンカカルシウム
水酸化ナトリウム	スイサンカナトリウム
水酸化バリウム	スイサンカバリウム
水酸化マグネシウム	スイサンカマグネシウム
水酸化物	スイサンカモノ
水酸基	スイサンモト
水鉄砲	ミズデツポウ
水銀中毒	スイギンチユウドク
水銀柱ミリメートル	スイギンハシラミリメートル
水銀気圧計	スイギンキアツケイ
水銀温度計	スイギンオンドケイ
水銀軟膏	スイギンナンコウ
水銀電池	スイギンデンチ
水陸両生	スイリクリヨウセイ
水陸両用車	スイリクリヨウヨウクルマ
水面下	スイメンカ
水頭症	スイトウシヨウ
水飢饉	ミズキキン
水飲	ミズノミ
水鬘	ミズマン
水黴	ミズカビ
氷のう	コオリノウ
氷まくら	コオリマクラ
氷る	コオル
氷堆丘	コオリツイオカ
氷屋	コオリヤ
氷晶石	ヒヨウシヨウイシ
氷河時代	ヒヨウガジダイ
氷河期	ヒヨウガキ
氷砂糖	コウリザトウ
氷菓子	ヒヨウカコ
氷袋	コオリブクロ
氷霧	コオリキリ
永々しい	エイエイシイ
永い	ナガイ
永やか	エイヤカ
永らえる	ナガラエル
永らく	ナガラク
永久に	エイキユウニ
永久不変	エイキユウフヘン
永久凍土	エイキユウトウド
永久性	エイキユウセイ
永久機関	エイキユウキカン
永久歯	エイキユウシ
永久磁石	エイキユウジシヤク
永住者	エイジユウモノ
永存	エイゾン
永年勤続	エイネンキンゾク
永永	エイエイ
永永しい	エイエイシイ
永続化	エイゾクカ
永続性	エイゾクセイ
永続的	エイゾクテキ
永遠に	エイエンニ
永遠の都	エイエンノミヤコ
永遠性	エイエンセイ
汁もの	シルモノ
求む	モトム
求められた	モトメラレタ
求められない	モトメラレナイ
求め行く	モトメイク
求婚者	キユウコンモノ
求底性	キユウソコセイ
求心力	キユウシンリヨク
求心性	キユウシンセイ
求心性線維	キユウシンセイセンイ
求心的	キユウシンテキ
求法者	グホウモノ
求積法	キユウセキホウ
求職申し込み	キユウシヨクモウシコミ
求行く	モトユキク
求頂性	キユウイタダキセイ
汎用コンピュータ	ハンヨウコンピユータ
汎用コンピューター	ハンヨウコンピユーター
汎用型コンピュータ	ハンヨウカタコンピユータ
汎用型コンピューター	ハンヨウカタコンピユーター
汎発性	ハンパツセイ
汎血球減少	ハンケツキユウゲンシヨウ
汐	シオ
汐どき	シオドキ
汐合い	シオアイイ
汐時	シオドキ
